probe_cc,test_type,measurement_date,probe_asn,url_category,measurement_outcome,dns_mismatch_score,http_body_length_diff,tcp_connect_ms,resolver_match,header_mismatch
PK,web_connectivity,2024-04-12 06:34:21.052210,AS6146,HUMR,ok,0.0074,0.14,489.03,1,0
ID,dns_consistency,2024-04-12 10:56:46.281256,AS58945,COMT,ok,0.0788,1.7195,5.0,1,0
TR,web_connectivity,2024-04-12 15:19:11.510302,AS29606,COMT,confirmed,0.7317,0.2692,28.35,0,1
CN,web_connectivity,2024-04-12 19:41:36.739347,AS35011,HUMR,confirmed,0.4604,0.2113,22.98,1,1
DE,tcp_connect,2024-04-13 00:04:01.968393,AS33842,REL,ok,0.0616,0.1784,36.05,1,0
NG,web_connectivity,2024-04-13 04:26:27.197439,AS48048,NEWS,ok,0.0445,1.8415,218.69,1,0
IR,web_connectivity,2024-04-13 08:48:52.426485,AS13266,COMM,anomaly,0.6156,0.8554,20.11,0,1
MM,http_header_field_manipulation,2024-04-13 13:11:17.655531,AS25983,HUMR,confirmed,0.8971,0.4646,,0,1
CN,dns_consistency,2024-04-13 17:33:42.884576,AS48048,COMT,ok,0.0393,0.0523,5.0,1,0
RU,http_header_field_manipulation,2024-04-13 21:56:08.113622,AS34008,COMT,confirmed,0.636,0.1312,15.54,1,1
US,web_connectivity,2024-04-14 02:18:33.342668,AS32671,LGBT,ok,0.0332,0.4867,169.06,1,1
IR,web_connectivity,2024-04-14 06:40:58.571714,AS41369,COMT,anomaly,0.6083,0.1461,5.0,0,0
VN,dns_consistency,2024-04-14 11:03:23.800760,AS4899,ANON,ok,0.065,0.4444,260.07,1,0
IR,vanilla_tor,2024-04-14 15:25:49.029805,AS52615,REL,anomaly,0.8405,0.3242,5.0,0,0
MM,web_connectivity,2024-04-14 19:48:14.258851,AS22895,NEWS,ok,0.0584,0.8046,64.85,1,0
DE,http_header_field_manipulation,2024-04-15 00:10:39.487897,AS8640,ANON,ok,0.0542,1.2634,35.65,1,0
BR,web_connectivity,2024-04-15 04:33:04.716943,AS41369,REL,ok,0.0599,1.1108,273.38,1,0
IR,web_connectivity,2024-04-15 08:55:29.945989,AS50319,SRCH,anomaly,0.4901,0.8043,128.02,1,1
IR,web_connectivity,2024-04-15 13:17:55.175035,AS51947,LGBT,ok,0.0419,0.7758,14.08,1,1
NG,whatsapp,2024-04-15 17:40:20.404080,AS9939,NEWS,ok,0.0884,0.9606,316.35,1,1
CN,web_connectivity,2024-04-15 22:02:45.633126,AS4099,ECON,anomaly,0.2557,1.3411,340.64,0,1
IN,web_connectivity,2024-04-16 02:25:10.862172,AS44761,SRCH,ok,0.0206,0.0116,103.07,1,0
DE,tcp_connect,2024-04-16 06:47:36.091218,AS58842,COMM,ok,0.1652,0.551,48.34,1,0
CN,web_connectivity,2024-04-16 11:10:01.320264,AS51947,COMM,anomaly,0.6853,0.7811,11.39,0,1
MM,web_connectivity,2024-04-16 15:32:26.549309,AS49977,REL,ok,0.213,1.2723,5.0,1,0
TH,web_connectivity,2024-04-16 19:54:51.778355,AS20553,LGBT,ok,0.058,0.0178,254.03,1,0
DE,facebook_messenger,2024-04-17 00:17:17.007401,AS2175,LGBT,ok,0.2612,0.9813,13.61,1,0
UZ,web_connectivity,2024-04-17 04:39:42.236447,AS15061,ANON,ok,0.0272,0.0169,,1,0
KZ,vanilla_tor,2024-04-17 09:02:07.465493,AS25983,REL,ok,0.0264,1.1063,49.62,1,0
IR,web_connectivity,2024-04-17 13:24:32.694538,AS15061,HUMR,anomaly,0.7895,1.5566,44.44,1,1
IR,web_connectivity,2024-04-17 17:46:57.923584,AS59099,LGBT,ok,0.0185,0.7716,188.35,1,0
DE,telegram,2024-04-17 22:09:23.152630,AS25581,REL,ok,0.0863,0.7042,64.51,1,0
US,dns_consistency,2024-04-18 02:31:48.381676,AS10526,SRCH,ok,0.1379,0.3406,13.48,0,0
TR,web_connectivity,2024-04-18 06:54:13.610722,AS15631,SRCH,ok,0.0922,0.3284,9.03,1,0
TR,dns_consistency,2024-04-18 11:16:38.839767,AS4899,COMM,ok,0.115,1.2741,44.65,1,0
DE,web_connectivity,2024-04-18 15:39:04.068813,AS17131,ANON,ok,0.0581,0.12,388.14,1,0
VN,http_header_field_manipulation,2024-04-18 20:01:29.297859,AS55961,LGBT,failure,0.8749,0.0002,182.72,1,1
RU,http_header_field_manipulation,2024-04-19 00:23:54.526905,AS18345,POLR,failure,0.6703,0.5006,36.85,0,1
EG,web_connectivity,2024-04-19 04:46:19.755951,AS25983,HUMR,ok,0.1109,0.7261,33.46,1,0
UZ,telegram,2024-04-19 09:08:44.984997,AS22895,COMM,ok,,2.3828,10.88,1,0
PK,dns_consistency,2024-04-19 13:31:10.214042,AS41369,ANON,ok,0.1058,0.6909,130.35,1,0
CN,web_connectivity,2024-04-19 17:53:35.443088,AS4899,NEWS,ok,0.17,0.723,270.06,1,0
RU,web_connectivity,2024-04-19 22:16:00.672134,AS2072,LGBT,ok,0.0083,0.1197,394.81,1,0
US,whatsapp,2024-04-20 02:38:25.901180,AS23227,REL,ok,0.0302,0.7965,32.84,1,0
ID,web_connectivity,2024-04-20 07:00:51.130226,AS42772,COMT,ok,0.1775,2.4288,204.79,1,0
MM,dns_consistency,2024-04-20 11:23:16.359271,AS22453,COMM,ok,0.1867,1.6594,17.14,1,0
BR,facebook_messenger,2024-04-20 15:45:41.588317,AS8640,ANON,ok,0.0792,0.7,89.79,1,1
IR,http_header_field_manipulation,2024-04-20 20:08:06.817363,AS10526,NEWS,ok,0.0743,0.9199,41.53,1,0
EG,http_header_field_manipulation,2024-04-21 00:30:32.046409,AS49977,ANON,failure,0.9089,1.6383,99.48,0,0
MM,web_connectivity,2024-04-21 04:52:57.275455,AS28910,COMT,ok,0.1159,0.357,56.69,1,0
TH,http_header_field_manipulation,2024-04-21 09:15:22.504500,AS35011,LGBT,ok,0.0175,0.0721,63.97,1,0
NG,web_connectivity,2024-04-21 13:37:47.733546,AS23227,ANON,ok,0.2263,1.1444,100.35,1,0
US,telegram,2024-04-21 18:00:12.962592,AS55961,COMT,ok,0.1751,0.6299,544.05,1,0
NG,web_connectivity,2024-04-21 22:22:38.191638,AS55374,ANON,ok,0.0721,0.855,7.5,1,0
TH,web_connectivity,2024-04-22 02:45:03.420684,AS49724,LGBT,ok,0.1486,0.2567,162.78,1,0
NG,web_connectivity,2024-04-22 07:07:28.649729,AS55874,LGBT,ok,0.0651,1.7974,61.82,1,0
CN,web_connectivity,2024-04-22 11:29:53.878775,AS25294,SRCH,anomaly,0.4359,1.0508,29.65,1,1
NG,web_connectivity,2024-04-22 15:52:19.107821,AS25983,ECON,ok,0.0059,0.3965,25.21,1,0
AZ,whatsapp,2024-04-22 20:14:44.336867,AS17131,NEWS,ok,0.0924,1.1419,94.08,1,0
BR,telegram,2024-04-23 00:37:09.565913,AS23883,LGBT,ok,0.0167,0.1476,127.11,1,0
US,http_header_field_manipulation,2024-04-23 04:59:34.794959,AS7926,NEWS,ok,0.0342,0.1319,48.96,1,1
EG,web_connectivity,2024-04-23 09:22:00.024004,AS22895,SRCH,ok,0.0892,0.9645,,1,0
VN,web_connectivity,2024-04-23 13:44:25.253050,AS6970,COMT,confirmed,0.7688,0.0246,36.43,0,1
RU,facebook_messenger,2024-04-23 18:06:50.482096,AS55874,LGBT,anomaly,0.6227,0.5733,226.26,1,0
EG,web_connectivity,2024-04-23 22:29:15.711142,AS34008,COMT,ok,0.0067,1.2529,42.89,1,0
IN,dns_consistency,2024-04-24 02:51:40.940188,AS53867,HUMR,ok,0.2056,0.1748,219.21,1,1
TH,web_connectivity,2024-04-24 07:14:06.169233,AS58842,ANON,ok,0.0088,0.355,46.74,1,0
FR,vanilla_tor,2024-04-24 11:36:31.398279,AS55374,POLR,ok,0.0963,0.561,76.11,1,0
DE,web_connectivity,2024-04-24 15:58:56.627325,AS36237,COMM,ok,0.0158,0.241,191.69,1,0
ID,web_connectivity,2024-04-24 20:21:21.856371,AS49724,REL,ok,0.1761,0.4673,5.0,1,0
TR,http_header_field_manipulation,2024-04-25 00:43:47.085417,AS4263,NEWS,anomaly,0.5234,0.4145,7.27,1,1
VN,web_connectivity,2024-04-25 05:06:12.314462,AS33842,COMT,confirmed,0.2871,0.1917,378.48,1,0
RU,http_header_field_manipulation,2024-04-25 09:28:37.543508,AS23883,LGBT,ok,0.0913,1.0883,33.07,1,0
IR,web_connectivity,2024-04-25 13:51:02.772554,AS50319,ECON,confirmed,0.5184,0.3653,258.05,1,0
AZ,dns_consistency,2024-04-25 18:13:28.001600,AS57909,ANON,ok,0.1525,1.6276,61.76,1,0
KZ,web_connectivity,2024-04-25 22:35:53.230646,AS8640,NEWS,ok,0.1009,0.2249,33.39,1,0
US,dns_consistency,2024-04-26 02:58:18.459691,AS58569,ANON,ok,0.0635,1.684,88.74,1,0
TR,whatsapp,2024-04-26 07:20:43.688737,AS28910,REL,ok,0.0116,0.1829,78.86,1,0
DE,facebook_messenger,2024-04-26 11:43:08.917783,AS2072,COMT,ok,0.0331,0.621,5.0,1,0
AZ,tcp_connect,2024-04-26 16:05:34.146829,AS55961,COMT,ok,,1.0373,178.52,1,0
CN,tcp_connect,2024-04-26 20:27:59.375875,AS50368,SRCH,ok,0.2445,0.226,13.79,1,0
TR,dns_consistency,2024-04-27 00:50:24.604920,AS15539,REL,ok,0.1002,1.6883,17.33,1,0
MM,web_connectivity,2024-04-27 05:12:49.833966,AS40389,LGBT,ok,0.1496,0.1042,116.52,1,0
TH,http_header_field_manipulation,2024-04-27 09:35:15.063012,AS39530,SRCH,confirmed,0.5988,0.0557,222.28,0,1
RU,web_connectivity,2024-04-27 13:57:40.292058,AS46987,POLR,anomaly,0.4787,1.0618,87.62,0,0
MM,web_connectivity,2024-04-27 18:20:05.521104,AS28647,HUMR,confirmed,0.5867,0.5433,14.2,1,1
NG,http_header_field_manipulation,2024-04-27 22:42:30.750150,AS22453,REL,ok,0.0202,1.7903,66.49,1,0
CN,http_header_field_manipulation,2024-04-28 03:04:55.979195,AS55961,ANON,ok,0.0863,0.7297,173.44,1,0
PK,web_connectivity,2024-04-28 07:27:21.208241,AS11241,HUMR,ok,0.1569,0.45,30.75,1,0
EG,tcp_connect,2024-04-28 11:49:46.437287,AS55374,ANON,ok,0.1823,1.0402,104.55,1,0
IR,telegram,2024-04-28 16:12:11.666333,AS8640,SRCH,anomaly,0.7727,0.7762,51.53,1,1
US,dns_consistency,2024-04-28 20:34:36.895379,AS54883,COMT,ok,0.1191,0.4156,390.96,1,0
PK,http_header_field_manipulation,2024-04-29 00:57:02.124424,AS58945,ANON,ok,0.1371,0.6026,81.2,1,0
CN,web_connectivity,2024-04-29 05:19:27.353470,AS41628,HUMR,anomaly,0.7881,0.1459,240.83,0,1
DE,facebook_messenger,2024-04-29 09:41:52.582516,AS58569,COMM,ok,0.0065,1.5833,35.03,1,0
IR,web_connectivity,2024-04-29 14:04:17.811562,AS49977,ANON,confirmed,0.5502,0.0554,192.77,1,1
TR,whatsapp,2024-04-29 18:26:43.040608,AS15539,HUMR,ok,0.1774,0.2571,45.3,1,0
CN,telegram,2024-04-29 22:49:08.269653,AS58842,SRCH,anomaly,0.9441,1.3711,8.53,0,1
US,http_header_field_manipulation,2024-04-30 03:11:33.498699,AS7926,COMM,ok,0.2081,0.0275,27.13,1,0
IR,tcp_connect,2024-04-30 07:33:58.727745,AS35011,COMT,ok,0.0675,1.6134,84.24,1,0
IN,dns_consistency,2024-04-30 11:56:23.956791,AS41085,POLR,anomaly,0.7053,1.356,94.59,0,0
CN,telegram,2024-04-30 16:18:49.185837,AS29338,LGBT,ok,0.0763,2.0679,26.11,1,0
PK,tcp_connect,2024-04-30 20:41:14.414882,AS49977,SRCH,ok,0.1407,0.6546,5.0,1,0
VN,web_connectivity,2024-05-01 01:03:39.643928,AS33842,POLR,anomaly,0.4161,0.6214,144.23,1,0
RU,web_connectivity,2024-05-01 05:26:04.872974,AS29338,SRCH,ok,0.048,2.122,138.75,1,0
ID,dns_consistency,2024-05-01 09:48:30.102020,AS38379,REL,anomaly,0.3443,0.4979,49.38,1,1
PK,whatsapp,2024-05-01 14:10:55.331066,AS1588,ANON,ok,0.1212,0.1717,122.22,1,0
NG,whatsapp,2024-05-01 18:33:20.560112,AS34008,HUMR,ok,0.0119,0.1509,249.81,1,0
DE,whatsapp,2024-05-01 22:55:45.789157,AS4899,ECON,ok,0.1681,1.2774,76.52,1,0
IR,web_connectivity,2024-05-02 03:18:11.018203,AS8640,HUMR,confirmed,0.5411,0.9854,136.89,1,1
ID,web_connectivity,2024-05-02 07:40:36.247249,AS36237,COMM,ok,0.1393,0.067,218.98,1,0
RU,http_header_field_manipulation,2024-05-02 12:03:01.476295,AS25983,LGBT,confirmed,,0.3443,47.69,0,0
VN,http_header_field_manipulation,2024-05-02 16:25:26.705341,AS52615,REL,ok,0.0057,0.4152,8.05,1,0
US,web_connectivity,2024-05-02 20:47:51.934386,AS52615,REL,ok,0.1472,0.0509,5.0,1,0
KZ,http_header_field_manipulation,2024-05-03 01:10:17.163432,AS13761,SRCH,ok,0.0411,1.3469,161.8,1,0
IN,dns_consistency,2024-05-03 05:32:42.392478,AS29606,ECON,confirmed,0.7255,0.1672,75.96,1,1
US,dns_consistency,2024-05-03 09:55:07.621524,AS19698,ANON,ok,0.0894,0.1788,13.03,1,0
PK,http_header_field_manipulation,2024-05-03 14:17:32.850570,AS57909,COMM,ok,0.1556,1.4952,5.0,1,0
RU,http_header_field_manipulation,2024-05-03 18:39:58.079615,AS49724,ANON,confirmed,,0.3664,42.02,1,1
RU,web_connectivity,2024-05-03 23:02:23.308661,AS23883,REL,confirmed,0.7818,0.1001,54.42,0,1
CN,whatsapp,2024-05-04 03:24:48.537707,AS25983,REL,anomaly,0.6115,0.1425,414.21,0,0
IR,web_connectivity,2024-05-04 07:47:13.766753,AS8947,COMM,ok,0.0005,0.6054,17.13,1,1
RU,tcp_connect,2024-05-04 12:09:38.995799,AS7926,LGBT,ok,0.3109,0.7952,,1,0
NG,web_connectivity,2024-05-04 16:32:04.224844,AS23227,NEWS,ok,0.0406,0.2744,388.48,1,0
MM,http_header_field_manipulation,2024-05-04 20:54:29.453890,AS42135,LGBT,ok,0.0308,0.4903,5.0,1,0
ID,telegram,2024-05-05 01:16:54.682936,AS15539,POLR,anomaly,0.7322,0.1552,204.33,0,1
DE,web_connectivity,2024-05-05 05:39:19.911982,AS20634,NEWS,ok,0.1963,1.7132,210.99,1,0
CN,facebook_messenger,2024-05-05 10:01:45.141028,AS23883,ECON,confirmed,0.3294,0.0878,27.05,0,1
AZ,web_connectivity,2024-05-05 14:24:10.370074,AS19111,LGBT,confirmed,0.3712,0.874,42.54,0,0
BY,web_connectivity,2024-05-05 18:46:35.599119,AS58653,COMM,anomaly,0.0539,0.7925,330.23,0,0
NG,whatsapp,2024-05-05 23:09:00.828165,AS29606,HUMR,ok,0.0171,0.4532,140.96,1,0
CN,http_header_field_manipulation,2024-05-06 03:31:26.057211,AS22895,COMM,anomaly,0.8988,1.1157,246.3,0,1
KZ,web_connectivity,2024-05-06 07:53:51.286257,AS50368,SRCH,anomaly,0.6584,0.3543,221.29,1,0
IR,telegram,2024-05-06 12:16:16.515303,AS4099,REL,ok,0.1391,1.3981,96.1,1,0
RU,http_header_field_manipulation,2024-05-06 16:38:41.744348,AS51947,HUMR,anomaly,0.7116,0.3313,5.0,0,1
MM,web_connectivity,2024-05-06 21:01:06.973394,AS4263,SRCH,ok,0.0915,0.0439,81.01,1,0
BR,whatsapp,2024-05-07 01:23:32.202440,AS35044,SRCH,ok,0.4436,0.2226,31.32,1,0
CN,dns_consistency,2024-05-07 05:45:57.431486,AS45204,SRCH,confirmed,0.68,0.4681,58.25,1,0
VN,web_connectivity,2024-05-07 10:08:22.660532,AS32671,POLR,ok,0.1205,0.6887,21.44,1,0
PK,whatsapp,2024-05-07 14:30:47.889577,AS20553,SRCH,confirmed,0.507,0.7266,42.3,0,1
BY,tcp_connect,2024-05-07 18:53:13.118623,AS20553,REL,anomaly,0.9092,0.4565,17.31,0,1
TR,http_header_field_manipulation,2024-05-07 23:15:38.347669,AS2182,POLR,ok,0.0742,0.5,70.8,1,0
RU,telegram,2024-05-08 03:38:03.576715,AS41369,HUMR,ok,0.2224,0.0314,12.41,1,0
US,whatsapp,2024-05-08 08:00:28.805761,AS18345,COMT,ok,0.1153,0.9402,25.86,1,0
AZ,web_connectivity,2024-05-08 12:22:54.034806,AS11241,POLR,ok,0.1974,0.5174,27.68,1,0
CN,whatsapp,2024-05-08 16:45:19.263852,AS13761,ANON,confirmed,0.2974,0.1837,26.18,0,1
IN,web_connectivity,2024-05-08 21:07:44.492898,AS55874,ANON,ok,0.0096,0.1572,359.99,1,0
CN,web_connectivity,2024-05-09 01:30:09.721944,AS4263,HUMR,anomaly,0.6429,2.8205,43.23,1,1
RU,facebook_messenger,2024-05-09 05:52:34.950990,AS58842,HUMR,confirmed,0.3706,0.0798,91.59,1,1
KZ,tcp_connect,2024-05-09 10:15:00.180036,AS41369,SRCH,ok,0.347,0.8703,11.44,1,1
IR,web_connectivity,2024-05-09 14:37:25.409081,AS6146,HUMR,anomaly,0.6673,0.6074,177.38,0,0
PK,http_header_field_manipulation,2024-05-09 18:59:50.638127,AS29338,SRCH,ok,,0.0186,133.39,1,0
TR,dns_consistency,2024-05-09 23:22:15.867173,AS2072,COMM,ok,0.0051,0.4539,208.56,1,0
CN,web_connectivity,2024-05-10 03:44:41.096219,AS50368,LGBT,confirmed,0.6279,0.0355,15.71,0,1
TH,whatsapp,2024-05-10 08:07:06.325265,AS15061,ECON,ok,0.1313,1.3591,46.41,1,0
VN,whatsapp,2024-05-10 12:29:31.554310,AS13266,LGBT,ok,0.1521,0.8406,50.6,1,1
VN,tcp_connect,2024-05-10 16:51:56.783356,AS24775,POLR,ok,0.1286,0.1147,147.28,1,0
PK,dns_consistency,2024-05-10 21:14:22.012402,AS22895,NEWS,ok,0.0409,0.7906,132.0,1,0
TR,web_connectivity,2024-05-11 01:36:47.241448,AS42772,LGBT,anomaly,0.5659,1.5742,465.1,0,0
BR,whatsapp,2024-05-11 05:59:12.470494,AS41628,POLR,ok,0.3377,1.2022,284.78,1,0
CN,web_connectivity,2024-05-11 10:21:37.699539,AS51222,COMT,anomaly,0.7554,0.6107,340.68,1,1
BY,web_connectivity,2024-05-11 14:44:02.928585,AS55961,ANON,ok,0.0861,0.5963,115.46,1,0
BR,vanilla_tor,2024-05-11 19:06:28.157631,AS52965,COMM,ok,0.0174,0.5671,10.8,1,0
CN,whatsapp,2024-05-11 23:28:53.386677,AS32635,POLR,ok,0.009,0.5267,336.84,1,0
KZ,http_header_field_manipulation,2024-05-12 03:51:18.615723,AS11241,POLR,ok,0.0122,0.8855,262.08,1,0
BR,web_connectivity,2024-05-12 08:13:43.844768,AS38379,SRCH,ok,0.1466,0.4247,66.28,1,0
US,web_connectivity,2024-05-12 12:36:09.073814,AS4099,ECON,ok,0.1191,1.0786,116.48,1,0
RU,dns_consistency,2024-05-12 16:58:34.302860,AS49724,LGBT,anomaly,0.4569,1.4057,14.02,0,0
KZ,http_header_field_manipulation,2024-05-12 21:20:59.531906,AS25581,COMT,ok,0.0531,0.6048,84.73,1,0
ID,http_header_field_manipulation,2024-05-13 01:43:24.760952,AS1588,POLR,anomaly,,1.75,184.06,1,1
BR,tcp_connect,2024-05-13 06:05:49.989998,AS38379,ANON,ok,0.2904,0.644,448.72,1,0
DE,dns_consistency,2024-05-13 10:28:15.219043,AS8947,NEWS,ok,0.0689,0.4478,65.92,1,0
TR,http_header_field_manipulation,2024-05-13 14:50:40.448089,AS51947,NEWS,ok,0.067,1.0826,55.47,1,0
CN,tcp_connect,2024-05-13 19:13:05.677135,AS32635,COMT,failure,0.9489,0.886,1113.63,1,0
BR,http_header_field_manipulation,2024-05-13 23:35:30.906181,AS58653,COMM,ok,0.0459,0.3607,238.5,1,1
IR,facebook_messenger,2024-05-14 03:57:56.135227,AS40389,NEWS,ok,0.002,0.1071,131.15,1,0
UZ,whatsapp,2024-05-14 08:20:21.364272,AS49977,SRCH,anomaly,0.899,1.6234,103.0,1,0
IR,web_connectivity,2024-05-14 12:42:46.593318,AS32635,HUMR,confirmed,0.3533,0.4405,272.18,0,1
PK,facebook_messenger,2024-05-14 17:05:11.822364,AS47656,NEWS,anomaly,0.7153,0.047,135.03,0,0
TR,web_connectivity,2024-05-14 21:27:37.051410,AS17131,ECON,confirmed,0.7699,0.2153,,1,0
CN,vanilla_tor,2024-05-15 01:50:02.280456,AS1588,ANON,anomaly,0.6537,1.6498,426.05,1,1
BR,http_header_field_manipulation,2024-05-15 06:12:27.509501,AS10526,ANON,anomaly,0.662,1.4109,144.32,0,1
PK,http_header_field_manipulation,2024-05-15 10:34:52.738547,AS55374,HUMR,ok,0.0263,1.2225,47.57,1,1
EG,web_connectivity,2024-05-15 14:57:17.967593,AS2592,ANON,confirmed,0.6017,0.0135,8.54,1,1
CN,web_connectivity,2024-05-15 19:19:43.196639,AS11241,COMM,anomaly,0.8234,0.5154,11.25,0,1
TR,web_connectivity,2024-05-15 23:42:08.425685,AS15539,LGBT,ok,0.1809,2.0611,420.44,1,0
AZ,whatsapp,2024-05-16 04:04:33.654730,AS19698,HUMR,anomaly,0.6552,0.5058,215.88,0,0
EG,web_connectivity,2024-05-16 08:26:58.883776,AS25294,ANON,ok,0.0053,0.2868,11.06,1,0
EG,dns_consistency,2024-05-16 12:49:24.112822,AS36237,SRCH,ok,0.0355,0.6284,154.59,1,0
CN,telegram,2024-05-16 17:11:49.341868,AS33842,COMT,ok,0.1822,0.2868,42.91,1,0
MM,web_connectivity,2024-05-16 21:34:14.570914,AS55874,REL,ok,0.0194,0.1228,61.77,1,0
TR,tcp_connect,2024-05-17 01:56:39.799960,AS25581,ECON,anomaly,0.4097,0.3556,71.31,0,1
IN,dns_consistency,2024-05-17 06:19:05.029005,AS23227,COMT,ok,0.005,0.6909,279.39,1,0
TR,web_connectivity,2024-05-17 10:41:30.258051,AS8947,COMM,failure,0.6003,0.0851,21.61,0,1
IR,whatsapp,2024-05-17 15:03:55.487097,AS50368,REL,anomaly,0.7253,0.4022,8.48,0,0
IN,http_header_field_manipulation,2024-05-17 19:26:20.716143,AS51222,REL,ok,0.3474,0.6958,215.92,1,0
RU,web_connectivity,2024-05-17 23:48:45.945189,AS52615,SRCH,failure,0.6539,0.2619,3443.77,1,1
DE,dns_consistency,2024-05-18 04:11:11.174234,AS2175,POLR,ok,0.2913,0.8008,151.92,1,0
EG,whatsapp,2024-05-18 08:33:36.403280,AS53867,COMT,ok,0.1061,1.1967,191.84,1,0
ID,web_connectivity,2024-05-18 12:56:01.632326,AS2182,POLR,ok,0.0606,0.8736,79.53,0,1
RU,web_connectivity,2024-05-18 17:18:26.861372,AS45204,NEWS,confirmed,0.8439,0.544,72.46,1,1
TR,tcp_connect,2024-05-18 21:40:52.090418,AS32635,LGBT,anomaly,0.5783,0.3023,34.47,0,0
US,whatsapp,2024-05-19 02:03:17.319463,AS20553,REL,ok,0.0679,1.181,5.0,1,0
IR,tcp_connect,2024-05-19 06:25:42.548509,AS15061,COMT,ok,0.0638,0.883,58.04,1,0
IR,web_connectivity,2024-05-19 10:48:07.777555,AS55374,SRCH,confirmed,0.3795,0.1,391.79,0,1
DE,dns_consistency,2024-05-19 15:10:33.006601,AS7926,POLR,ok,0.0714,1.3049,141.67,0,0
BR,tcp_connect,2024-05-19 19:32:58.235647,AS51222,POLR,ok,0.0094,1.9622,256.55,1,0
BY,web_connectivity,2024-05-19 23:55:23.464692,AS55374,COMM,anomaly,0.5288,1.0478,41.31,0,1
FR,dns_consistency,2024-05-20 04:17:48.693738,AS35011,ANON,ok,0.1156,0.0097,83.79,1,0
PK,tcp_connect,2024-05-20 08:40:13.922784,AS38379,POLR,ok,0.1837,1.1986,143.83,1,0
CN,whatsapp,2024-05-20 13:02:39.151830,AS41628,NEWS,anomaly,0.6632,0.3797,51.99,0,0
PK,web_connectivity,2024-05-20 17:25:04.380876,AS55961,REL,anomaly,0.6991,0.399,21.37,0,1
US,web_connectivity,2024-05-20 21:47:29.609921,AS40389,ANON,ok,0.0394,0.3399,89.04,1,0
DE,dns_consistency,2024-05-21 02:09:54.838967,AS41085,COMM,confirmed,0.2056,0.6311,161.73,0,1
TH,http_header_field_manipulation,2024-05-21 06:32:20.068013,AS2072,ECON,confirmed,0.307,0.554,60.05,0,1
EG,tcp_connect,2024-05-21 10:54:45.297059,AS41085,REL,ok,0.1146,0.3582,251.6,1,0
VN,web_connectivity,2024-05-21 15:17:10.526105,AS18345,LGBT,anomaly,0.873,1.0057,72.74,0,1
RU,web_connectivity,2024-05-21 19:39:35.755151,AS52615,ANON,anomaly,0.8127,0.2021,115.17,1,1
AZ,http_header_field_manipulation,2024-05-22 00:02:00.984196,AS48048,POLR,ok,0.2113,0.1322,48.69,1,0
MM,telegram,2024-05-22 04:24:26.213242,AS15631,COMM,ok,0.0628,0.2237,25.1,1,0
TR,tcp_connect,2024-05-22 08:46:51.442288,AS15539,NEWS,ok,0.0242,0.6743,5.0,1,0
TR,http_header_field_manipulation,2024-05-22 13:09:16.671334,AS17131,COMT,ok,0.0392,1.6391,14.88,1,0
RU,facebook_messenger,2024-05-22 17:31:41.900380,AS32635,POLR,ok,0.1428,1.1625,436.03,1,0
RU,web_connectivity,2024-05-22 21:54:07.129425,AS4099,LGBT,ok,0.066,1.1897,83.83,1,0
VN,dns_consistency,2024-05-23 02:16:32.358471,AS52965,ECON,ok,0.1036,0.3862,9.32,1,0
IR,web_connectivity,2024-05-23 06:38:57.587517,AS59099,LGBT,anomaly,0.7543,0.5811,54.87,1,0
UZ,facebook_messenger,2024-05-23 11:01:22.816563,AS32635,COMM,confirmed,0.1949,0.0754,116.16,1,1
BY,dns_consistency,2024-05-23 15:23:48.045609,AS20634,COMM,ok,0.0322,0.5215,253.91,1,0
TR,web_connectivity,2024-05-23 19:46:13.274654,AS41628,LGBT,confirmed,0.2759,0.0139,23.71,0,1
IN,web_connectivity,2024-05-24 00:08:38.503700,AS15631,SRCH,ok,0.0166,0.0129,35.15,1,0
TR,web_connectivity,2024-05-24 04:31:03.732746,AS20634,COMT,ok,0.0722,0.5975,5.0,1,0
RU,web_connectivity,2024-05-24 08:53:28.961792,AS6970,ECON,ok,0.046,0.5791,55.76,1,0
RU,web_connectivity,2024-05-24 13:15:54.190838,AS55374,LGBT,confirmed,0.5797,0.0677,149.54,0,1
DE,facebook_messenger,2024-05-24 17:38:19.419883,AS33842,NEWS,ok,0.0754,2.0311,195.47,1,1
TH,web_connectivity,2024-05-24 22:00:44.648929,AS52615,COMM,anomaly,0.4531,0.2012,34.04,0,1
UZ,dns_consistency,2024-05-25 02:23:09.877975,AS18345,HUMR,ok,0.2779,1.1863,14.34,1,0
MM,web_connectivity,2024-05-25 06:45:35.107021,AS44761,POLR,ok,0.019,0.7756,533.84,1,0
NG,tcp_connect,2024-05-25 11:08:00.336067,AS29606,COMT,ok,0.1741,0.5035,5.0,1,1
AZ,dns_consistency,2024-05-25 15:30:25.565113,AS55374,HUMR,failure,0.5216,0.7947,955.11,1,0
US,web_connectivity,2024-05-25 19:52:50.794158,AS4099,HUMR,ok,0.0849,0.4401,189.4,1,0
IR,whatsapp,2024-05-26 00:15:16.023204,AS4263,LGBT,failure,0.9193,1.1699,1136.61,1,1
VN,tcp_connect,2024-05-26 04:37:41.252250,AS13761,SRCH,ok,0.0269,1.4526,134.2,1,0
UZ,facebook_messenger,2024-05-26 09:00:06.481296,AS10526,ECON,anomaly,0.7751,0.0446,57.32,1,0
